age,workclass,fnlwgt,capital-gain
31, Private,140206,0
42, Self-emp-inc,272551,0
24, Private,114939,0
45, Local-gov,265477,0
51, Local-gov,252029,0
29, Self-emp-inc,263786,0
35, Private,397877,0
24, Private,316438,0
34, Local-gov,283921,0
29, Private,199903,0
42, Private,339814,0
19, ?,191140,0
33, Private,174215,0
32, Private,124420,0
34, Private,289228,15024
27, Private,200610,2580
36, Private,140327,7298
39, Local-gov,86643,0
33, Private,226624,0
48, Private,365516,0
27, Private,153288,0
33, Private,235124,0
28, Self-emp-inc,160731,0
17, Private,230999,0
38, Private,453663,0
28, Private,250967,2105
22, ?,96844,0
41, Federal-gov,149102,0
42, Private,226452,0
36, Private,34378,0
37, Local-gov,177277,0
38, Local-gov,316470,0
55, Local-gov,293104,0
55, Private,380357,0
36, Private,101318,0
32, ?,339099,0
52, Private,131662,0
20, Private,163333,0
43, Private,71738,0
35, Private,141276,0
61, Private,242552,0
30, Private,246439,0
38, Federal-gov,81232,0
31, Private,157568,0
21, Private,117476,0
28, State-gov,198201,0
57, Private,167483,0
19, Self-emp-inc,150384,0
18, ?,96244,0
34, Private,33678,4508
42, Private,180985,0
36, Private,101192,0
33, Private,207561,0
32, Private,105749,0
41, Self-emp-inc,443508,99999
23, Private,249087,0
31, Local-gov,279231,0
38, Private,180477,0
51, Private,144522,0
36, Local-gov,248263,0
38, ?,498411,0
57, Private,102442,0
20, Private,262877,0
66, Self-emp-not-inc,325537,0
22, Private,161638,0
46, Self-emp-not-inc,24367,0
38, Private,108140,7298
63, ?,205110,0
43, Self-emp-inc,504423,0
37, Private,264700,0
22, Private,335067,0
58, Private,153551,0
43, Private,186077,0
55, Local-gov,85001,0
45, Self-emp-not-inc,216999,0
48, Private,107231,0
36, Self-emp-not-inc,52870,4386
73, Self-emp-not-inc,228899,0
29, Local-gov,90956,0
36, Private,186934,0
57, Self-emp-inc,37394,0
25, ?,30840,0
32, Private,185177,0
34, Private,312055,0
20, Private,176262,0
51, Self-emp-inc,161482,0
51, Private,373448,0
45, Self-emp-not-inc,277630,0
68, Self-emp-not-inc,150904,0
73, Private,187334,0
18, Private,328937,0
35, Local-gov,132879,0
58, Private,49159,0
38, Private,133299,0
62, ?,268315,0
31, Private,176430,0
18, Private,211344,0
35, Private,162302,0
51, Private,229225,0
49, Self-emp-not-inc,77404,0
51, Local-gov,202044,0
28, Private,94128,0
21, ?,189888,0
32, Private,94041,0
50, State-gov,322840,0
47, Federal-gov,746660,0
54, Private,84587,0
41, Private,33126,0
29, Private,247445,0
52, Self-emp-not-inc,210377,0
19, ?,239862,0
33, Private,327112,0
37, Self-emp-not-inc,188563,0
62, ?,189098,0
27, Private,26326,0
46, Private,145636,3103
45, State-gov,255456,0
35, Private,196373,0
32, Private,167476,0
32, State-gov,59083,0
36, Self-emp-not-inc,186934,0
62, ?,188650,0
33, Federal-gov,373043,0
51, Private,250423,0
29, Private,334032,0
29, State-gov,89487,0
52, Private,230205,0
33, Private,212980,0
32, Private,351770,0
35, State-gov,167482,0
23, Private,42251,0
56, Self-emp-not-inc,52822,0
41, Private,229472,0
33, Private,93034,0
35, Private,415167,0
76, Self-emp-not-inc,161182,0
38, Private,166549,0
42, Private,36296,0
45, Private,272442,0
22, Private,366139,0
30, Self-emp-inc,127651,15024
59, Private,158077,0
33, Private,154950,0
30, Local-gov,197886,0
43, Private,211518,0
26, Private,214303,0
34, Private,154120,15024
53, Private,186303,0
26, Private,488459,0
66, Private,423883,0
34, Private,117963,0
57, Self-emp-not-inc,38430,0
30, Private,176969,0
18, ?,116839,0
23, Private,212407,0
35, Local-gov,110075,15024
40, Private,183096,0
45, Federal-gov,126754,0
28, Private,216178,0
35, Private,188391,0
17, ?,27251,0
51, Private,40230,0
47, Private,100009,0
27, ?,222442,0
24, Local-gov,403471,0
52, Private,161482,0
20, Private,83141,4416
68, Self-emp-inc,31661,0
35, Private,101073,0
53, Local-gov,99682,2174
23, Private,215395,0
35, Private,343476,0
21, Private,178363,0
52, Private,95872,0
49, Private,90907,0
42, Private,165309,0
35, Private,208358,0
42, Private,171069,15024
46, Private,53540,0
48, Private,29433,0
48, Self-emp-not-inc,175622,0
52, Private,231865,0
51, Private,266336,0
44, Self-emp-not-inc,190290,0
74, Self-emp-not-inc,45319,1409
17, Never-worked,131593,0
24, Local-gov,177913,0
51, Private,457357,0
43, Self-emp-inc,253811,0
48, Private,501671,0
35, State-gov,227128,0
40, Federal-gov,39137,0
52, Self-emp-not-inc,121038,0
53, State-gov,119570,0
29, ?,99297,0
28, Self-emp-not-inc,169460,0
33, Private,261639,4064
21, Private,214542,0
31, Private,141410,0
39, Private,370549,0
44, Self-emp-not-inc,234767,0
40, Private,104196,0
22, State-gov,52262,0
22, ?,285775,0
60, Private,235336,0
49, Private,165539,0
41, Private,362815,0
24, State-gov,292816,0
26, Private,66692,0
55, Private,120910,0
36, Self-emp-inc,116133,0
49, State-gov,247043,0
23, Private,215616,0
23, Private,131415,0
64, Self-emp-not-inc,169604,0
50, Private,230858,0
23, Private,73968,0
28, Private,339897,0
31, Private,258406,0
30, Private,180574,0
44, Private,88808,0
24, Private,179627,0
19, Private,149823,0
20, Private,60639,0
30, Private,46492,0
36, Private,48520,0
28, Private,306538,0
58, Private,204678,0
48, Private,218676,0
35, Local-gov,95455,0
53, Self-emp-not-inc,335655,0
55, Private,194436,0
24, Private,152724,0
28, Private,242482,0
31, Local-gov,162041,0
23, Private,291854,0
22, ?,48343,0
77, ?,153113,1455
38, Private,80680,0
20, ?,211601,0
31, Self-emp-inc,264554,0
29, Private,319998,0
20, Private,194228,0
62, Self-emp-not-inc,236247,0
28, Self-emp-not-inc,123983,0
49, Private,166215,0
34, Private,178623,0
51, Self-emp-not-inc,174102,0
32, Private,292217,2829
44, Private,198452,0
40, Private,96497,0
62, ?,194660,0
37, Private,216924,0
26, Private,206721,0
37, State-gov,49105,0
62, Federal-gov,164021,0
46, Private,91608,0
51, Self-emp-not-inc,323963,0
42, Private,70037,0
61, Private,289950,0
65, Private,213149,0
44, Federal-gov,320451,15024
22, Private,351952,0
50, Private,146015,0
19, Private,281704,0
44, Federal-gov,786418,0
29, Private,214689,0
48, Private,193188,0
55, Self-emp-inc,142020,0
78, ?,317311,0
43, Private,213416,0
47, Federal-gov,326048,0
22, Private,191265,0
47, Private,348986,0
24, Private,126613,0
26, ?,40032,0
38, Private,150057,0
39, Private,113725,8614
24, Private,140500,0
31, Private,113364,0
65, Private,176219,0
19, Private,146189,0
45, Private,83993,0
33, Private,194336,5178
61, State-gov,349434,0
55, Private,142020,0
27, Private,48894,0
29, Private,226295,0
40, Private,77313,0
36, Private,305935,0
23, Private,287988,0
49, Local-gov,49275,0
39, Private,102865,0
47, Private,209146,27828
40, Private,173001,0
40, Private,277256,0
46, Private,20534,0
35, Private,60227,0
19, State-gov,176936,0
42, Private,49255,4386
64, ?,232787,0
49, Private,235095,0
44, Private,190531,0
64, Without-pay,209291,0
23, Private,109053,0
22, Private,183594,0
22, Private,361608,0
43, Private,257028,0
34, Private,66561,0
21, Private,176486,0
21, Private,565313,0
34, Local-gov,198953,0
68, State-gov,99106,0
45, Private,213140,0
33, Private,66384,0
41, Private,483201,0
19, ?,466458,0
30, Private,90446,0
69, Self-emp-not-inc,165017,0
25, Private,120596,0
36, Private,345310,0
20, ?,94746,0
38, Local-gov,338611,0
40, Self-emp-inc,275366,0
59, Private,188872,0
36, Private,359397,0
33, Private,158800,0
31, Private,31510,0
51, Private,358740,0
31, Private,257148,0
48, Private,174525,0
52, Private,161599,0
41, Private,193494,0
40, Local-gov,231832,0
53, Local-gov,146834,0
24, Private,63927,0
38, Private,278403,0
53, Private,241141,0
70, Local-gov,127463,0
58, Private,175017,0
54, Private,56741,0
44, Private,107683,4386
42, Private,270324,0
47, State-gov,304512,0
34, Private,167049,0
39, Self-emp-inc,88973,0
52, Private,210736,0
21, State-gov,73514,0
57, Self-emp-not-inc,75785,0
71, Self-emp-not-inc,137723,1455
28, Private,220043,0
21, State-gov,132247,0
38, Private,65390,0
21, ?,177144,0
47, Local-gov,358668,0
85, Private,188328,0
53, Private,350510,0
54, Federal-gov,72257,7688
53, Private,183668,3464
46, Private,168262,0
46, Private,153536,3103
36, Private,189703,0
73, Local-gov,147703,0
23, Private,173670,0
42, Private,231832,0
39, Private,33223,0
34, Private,130021,0
57, Self-emp-not-inc,50990,0
49, Self-emp-not-inc,308241,0
20, Private,254025,0
45, Private,377622,0
64, Private,217802,0
19, Private,39477,0
19, Private,138946,0
17, Private,35603,0
67, Private,142624,0
22, Private,92609,0
41, Self-emp-not-inc,111232,0
22, Private,203518,0
38, Local-gov,233571,0
40, Self-emp-not-inc,45093,0
23, Private,175431,2174
90, Private,225063,0
18, Private,391495,0
31, Private,162312,0
34, Self-emp-not-inc,151733,0
44, Private,172026,0
17, Private,323164,0
67, ?,129824,0
21, Private,203715,0
57, Private,156040,0
26, Private,186168,0
33, Private,154227,0
43, Private,141327,0
35, Private,103925,0
46, Private,118633,0
48, Private,207540,99999
52, Self-emp-not-inc,106728,0
28, Private,192237,0
35, Private,132879,15024
17, Private,148345,0
47, Self-emp-not-inc,326292,0
38, Private,33975,0
34, Private,112115,0
36, Private,129357,0
47, Private,175958,0
58, Private,125317,0
46, Private,424934,0
28, Private,204648,0
46, Private,186256,0
35, Local-gov,126569,0
27, Private,89813,0
41, Private,149576,0
22, Private,220426,0
20, Private,72055,0
32, Private,94939,0
29, Federal-gov,104917,0
23, Private,314645,0
81, Self-emp-not-inc,108604,0
17, Private,153542,0
40, Private,226902,0
19, Private,450200,0
50, Self-emp-not-inc,279129,0
42, Private,242619,0
18, Self-emp-inc,357223,0
38, Private,206951,0
67, Private,70737,0
55, Private,200939,0
46, Self-emp-inc,192128,0
31, Private,188798,0
23, ?,202920,0
30, Private,205407,0
23, ?,24008,0
52, Private,172962,0
63, Local-gov,83791,0
69, Private,304838,0
40, Private,165858,0
33, Private,110592,0
81, Private,164416,0
71, Private,345339,0
26, Private,129806,0
51, Local-gov,205100,0
26, Local-gov,250551,0
56, Self-emp-not-inc,285832,0
18, Private,338717,0
43, State-gov,187802,0
46, Private,215895,4787
30, Private,100135,0
34, Private,137616,0
36, Private,341672,0
44, Private,322044,0
38, Private,149347,0
43, Self-emp-not-inc,293809,0
46, Local-gov,93639,0
22, ?,166297,0
61, Private,167840,0
31, Private,180656,0
41, Self-emp-not-inc,197176,0
25, Private,207965,0
34, Federal-gov,23940,0
39, Private,67433,4650
20, Private,190916,0
45, Private,235892,0
18, Private,240767,0
27, Private,194515,0
33, Private,156464,0
42, Private,117728,0
49, Self-emp-inc,195727,0
36, Private,133454,0
28, Private,191177,0
56, State-gov,71075,0
18, Private,233740,0
65, Private,185455,0
17, Private,141445,0
27, Private,131712,0
23, Private,210338,0
39, Private,465334,0
46, Private,168069,0
32, Private,80557,0
34, Private,110622,0
26, Private,40255,0
80, ?,402748,0
61, Private,97030,0
19, ?,39477,0
31, Self-emp-not-inc,152351,0
56, Federal-gov,229939,0
23, Private,131230,0
48, Private,182211,0
73, Private,57435,0
29, ?,225654,0
28, Private,252424,0
48, ?,155509,0
41, Private,29591,0
28, Private,101774,0
37, Local-gov,74194,0
20, Private,171156,0
45, Private,145637,14344
34, Private,172714,0
72, Private,188528,0
54, Federal-gov,89705,0
24, Private,165107,0
23, Private,347873,0
21, ?,298342,0
49, Local-gov,53482,0
45, Private,162958,0
41, Self-emp-not-inc,366483,0
51, Federal-gov,335481,0
40, Private,197609,0
29, State-gov,160731,0
26, Private,210848,2635
59, Private,196126,0
36, Private,201519,0
48, Local-gov,121124,0
22, State-gov,203518,0
52, Private,254230,0
39, Private,136531,0
25, Private,108505,0
37, Self-emp-not-inc,31095,0
37, Private,149347,0
33, Self-emp-not-inc,188246,0
48, State-gov,185859,0
29, Private,227879,0
59, Private,75541,0
48, Private,99385,0
49, Private,403061,0
23, State-gov,82067,0
26, Private,140434,0
34, Private,159268,0
20, ?,162945,0
39, Private,365430,0
50, Self-emp-not-inc,163678,0
54, Private,230919,7688
37, Private,112264,0
34, Self-emp-not-inc,192900,0
23, Private,355856,0
20, ?,156916,0
37, Private,172927,0
19, ?,170125,0
35, Private,305379,0
24, Private,206974,0
23, Federal-gov,482096,0
23, Local-gov,267843,0
27, Private,173927,0
25, Private,225865,0
27, State-gov,261278,0
68, ?,180082,0
45, Private,115187,0
55, Private,451603,0
46, Private,145041,0
31, Self-emp-not-inc,132705,0
33, Local-gov,177695,0
40, Private,197033,0
23, Private,307267,0
39, Self-emp-not-inc,341643,0
32, Private,256362,0
55, Self-emp-not-inc,153484,0
46, Federal-gov,308077,0
29, Private,156266,0
49, Self-emp-inc,106634,27828
59, Private,198435,0
30, Private,37210,0
47, Private,237914,0
58, Private,186106,0
58, Private,236731,0
20, Self-emp-inc,465725,0
43, Private,343121,0
19, Private,298435,0
40, State-gov,255824,0
23, Local-gov,255252,0
61, Private,184167,0
54, Private,145419,0
32, Private,87310,0
25, Self-emp-not-inc,55048,0
30, Private,104052,0
19, Private,41163,0
23, ?,502633,0
65, Private,176279,0
25, Private,279833,0
21, Private,254351,0
48, Private,284916,0
23, Self-emp-not-inc,188925,0
24, Private,180954,0
30, Private,108023,0
31, Private,197058,2597
58, Private,100303,0
33, Private,473133,15024
32, State-gov,27051,0
29, Private,163708,0
61, Private,52765,0
43, Self-emp-inc,84924,0
38, Private,181705,0
17, Private,52012,0
36, Private,167691,0
45, Federal-gov,182470,0
62, Private,200834,0
46, State-gov,76075,0
42, Self-emp-not-inc,200574,0
31, Private,29144,0
42, Self-emp-not-inc,34722,0
37, Private,177907,0
51, Private,238481,0
45, Private,182541,0
73, Federal-gov,142426,25124
19, Private,216413,0
29, Private,30070,0
39, Private,82699,13550
32, Private,236861,0
46, Private,114328,0
42, Private,198229,0
24, Private,138892,0
41, Local-gov,271927,0
64, ?,220258,0
28, Private,212588,0
57, Private,477867,0
29, Private,394927,0
35, Private,155611,114
39, Private,109351,0
38, Private,206520,0
40, Private,156526,0
49, Private,315437,0
32, Private,181665,0
40, Private,60594,0
29, Private,221233,0
36, Self-emp-inc,176900,0
47, Private,64563,7688
23, Private,99408,0
41, Self-emp-not-inc,219869,0
41, Local-gov,135056,8614
18, Private,79077,0
34, Private,255830,7443
38, Self-emp-not-inc,22245,0
34, Private,150154,0
62, State-gov,342049,0
66, Self-emp-not-inc,99927,0
18, Private,191784,0
41, Private,175883,0
42, Private,328239,0
45, Private,107231,0
24, Local-gov,155818,0
60, Private,282421,0
39, Private,241998,0
44, Federal-gov,55363,0
29, Private,137240,0
37, Private,361951,0
21, State-gov,311311,0
48, Private,186299,0
36, Private,168055,5178
23, Private,305423,0
49, Private,393715,15024
29, Private,36440,0
34, Self-emp-not-inc,106761,0
72, ?,235014,0
29, Local-gov,249932,0
45, Private,382242,0
29, Private,213152,0
37, State-gov,26898,0
42, Private,435356,0
70, ?,103963,0
43, Private,185860,0
63, Private,188999,0
64, Self-emp-not-inc,108654,0
38, Private,54953,0
24, Private,130620,0
29, Private,273884,0
30, Private,392518,0
66, Self-emp-not-inc,198766,0
25, Private,66935,0
39, Federal-gov,135500,0
22, Local-gov,111697,0
31, Private,141288,0
29, Private,296450,0
52, Private,94448,0
51, Self-emp-not-inc,138200,0
40, Private,217826,0
57, ?,182836,3103
64, Self-emp-not-inc,46366,0
31, Private,168275,0
74, Local-gov,214514,0
43, State-gov,107439,0
80, Self-emp-inc,164909,99999
28, Federal-gov,329426,0
77, Local-gov,181974,0
68, Private,176468,0
51, State-gov,187686,0
21, Private,229769,0
43, Private,45975,0
42, Private,187702,0
48, Private,102585,0
30, Private,327112,0
34, ?,167558,0
32, Private,296538,0
56, Private,169560,0
50, Private,185283,0
40, Private,224793,0
23, Federal-gov,478457,0
54, Private,104413,4101
28, Self-emp-not-inc,175710,0
34, Private,85632,0
48, Private,102359,0
56, Local-gov,237546,0
31, Private,96245,0
42, Private,91453,0
36, Private,131039,0
52, Private,106176,0
55, Private,329797,0
25, Private,153932,2580
35, State-gov,52738,0
51, Private,25932,0
19, Private,78374,0
59, Private,653215,0
19, Private,318061,0
46, State-gov,260782,0
32, ?,340580,0
46, Self-emp-not-inc,45564,0
26, Private,209051,0
55, Private,100821,0
28, Private,86268,0
61, Federal-gov,95680,3103
35, Private,327164,0
21, ?,117210,0
52, Local-gov,136175,0
21, Private,232591,0
33, Local-gov,29144,0
38, Self-emp-inc,64875,0
44, Private,184011,0
29, Private,244246,8614
39, Private,357173,0
32, Private,203181,0
47, Private,299508,0
28, Private,198493,0
59, Local-gov,358747,0
38, Private,91039,5178
23, Private,34918,0
44, Private,97159,0
55, Federal-gov,212600,0
65, Private,90113,0
19, Private,96705,0
58, Private,156873,0
49, Private,136358,0
44, Private,227065,99999
44, Local-gov,193144,0
33, Private,317660,0
38, Self-emp-not-inc,85492,0
37, Local-gov,203628,0
30, Private,183801,0
28, Private,132686,0
27, Private,50818,0
49, State-gov,160812,0
28, Private,212286,0
61, Local-gov,77072,0
41, State-gov,176155,0
20, State-gov,219211,0
40, Private,356934,0
57, Private,143266,7298
36, ?,194809,0
62, Private,138157,0
31, Private,437825,0
31, Private,165503,0
68, Private,152053,0
18, Private,211273,0
30, State-gov,576645,0
42, ?,148951,0
38, Private,38145,0
19, Private,66619,0
22, Private,126613,0
46, State-gov,135854,0
57, Private,132145,0
65, ?,194920,0
18, Private,260387,0
67, Private,176388,0
28, Private,77009,0
30, Private,385177,0
20, Private,510643,0
32, Private,100135,0
35, Private,297697,0
38, Private,179481,0
23, Private,134045,0
64, Self-emp-not-inc,275034,0
33, Private,127651,8614
24, Private,237262,0
18, ?,274445,0
40, ?,141583,0
27, ?,294642,0
51, Self-emp-not-inc,181179,0
27, Private,184493,0
48, Local-gov,125892,0
27, Local-gov,118235,0
24, Private,119329,0
31, Self-emp-not-inc,189843,0
42, Private,167357,0
51, Private,103803,0
41, Private,145175,3103
26, Private,158846,0
69, Private,203313,0
63, Private,125954,0
35, Private,102178,0
35, Private,139364,0
62, Self-emp-not-inc,265007,0
26, Private,61996,0
63, Private,209790,0
23, Private,117779,0
43, Self-emp-inc,173326,0
44, Private,318046,0
56, Local-gov,204021,0
54, Self-emp-not-inc,236157,0
32, Private,42900,0
42, Private,144002,0
37, Private,126954,0
24, Private,228649,0
42, Private,126094,0
21, Private,113106,0
30, Private,118941,0
43, Federal-gov,205675,0
19, Private,89295,0
30, Private,173858,2597
26, Private,168251,0
38, State-gov,143059,0
74, ?,41737,0
54, Private,266598,0
20, Private,181796,0
22, State-gov,214731,0
40, Private,219869,99999
23, Private,211968,0
22, Private,38707,0
18, Self-emp-not-inc,58700,0
24, Private,160261,0
30, Private,160594,0
38, Private,152307,0
27, Private,100079,0
21, Private,279472,0
43, Private,149102,0
26, Private,177625,0
38, Federal-gov,178678,0
58, Self-emp-not-inc,21383,0
17, Private,86019,0
63, Private,181153,0
36, Federal-gov,223749,0
21, ?,33087,0
21, Private,253190,0
51, Private,165278,0
51, Private,279452,0
43, Private,290660,0
47, Private,274883,0
68, Self-emp-not-inc,35468,0
18, Private,195318,0
34, Private,256362,0
49, Private,148169,5013
65, Self-emp-not-inc,538099,0
19, Private,186682,0
59, Self-emp-not-inc,156797,13550
29, Private,162257,0
33, Private,208881,7298
39, Private,159168,0
64, Private,172740,0
48, Federal-gov,186256,0
37, Federal-gov,110861,0
26, Private,128699,0
31, Private,271933,0
30, Private,102320,0
54, Self-emp-inc,117674,0
62, Private,190273,0
59, Private,217747,0
44, Private,99830,0
40, Private,343068,0
32, State-gov,204052,0
28, Private,267912,0
31, Private,207537,2174
38, Private,256864,0
39, Self-emp-not-inc,306678,0
47, Private,101204,4064
43, Private,77373,0
27, Private,371103,0
46, Private,316271,0
56, Self-emp-not-inc,51916,0
34, Private,159008,0
27, Private,153475,0
19, Private,118549,0
58, Private,315081,0
20, Private,122622,0
23, Private,81786,0
31, Private,194752,0
48, Private,208662,0
28, Self-emp-inc,173944,15024
34, State-gov,49325,0
38, Private,425502,0
25, Local-gov,55360,0
23, Private,432480,0
48, Private,155781,0
37, Local-gov,216473,0
36, Private,185366,0
39, Private,247515,0
70, Private,210673,0
32, Private,107435,0
26, ?,217300,0
20, ?,39803,0
42, Private,482211,0
47, Federal-gov,169549,7298
23, Private,353542,0
40, Private,114200,0
33, Self-emp-not-inc,245173,0
29, Private,212895,0
49, ?,95636,0
23, Self-emp-not-inc,271486,0
37, Private,258836,0
56, Private,288530,0
64, Private,47589,15024
31, Private,295099,0
38, Private,275338,0
52, Self-emp-not-inc,168553,0
23, Private,142766,0
31, Private,72887,0
35, Private,102946,0
66, Self-emp-not-inc,244749,0
36, Private,166115,0
26, Private,213383,0
45, Self-emp-inc,107231,0
17, ?,130969,0
27, Private,221977,0
41, Private,43467,0
52, Private,357596,0
48, Private,146497,0
33, Private,317809,0
22, Private,190290,0
59, Private,194573,0
72, ?,144461,0
52, Local-gov,240638,0
18, Private,52776,0
40, Private,50524,0
54, Private,324023,0
17, Private,110916,0
23, Private,203924,0
53, Private,214868,0
27, Private,275466,0
27, Local-gov,198708,0
23, Private,179241,0
32, Private,154981,0
29, Private,178811,0
26, Private,130018,0
47, Federal-gov,87504,0
29, Private,377414,0
51, Private,177927,0
60, Private,137490,0
25, Private,262617,0
50, Private,30682,0
60, Private,119684,3103
52, Private,187938,0
35, Private,122353,0
31, Private,75755,0
43, Private,91316,0
55, Private,134789,0
22, Private,115892,0
36, Private,104457,0
51, Local-gov,230767,0
61, Private,227332,0
29, Private,160264,0
47, Self-emp-not-inc,174533,0
73, Private,53114,2538
20, Private,163870,0
20, Private,228709,0
36, Private,172571,0
28, Private,335542,0
63, Local-gov,241404,0
50, Private,197189,0
59, ?,102058,0
41, Self-emp-inc,104813,0
62, Private,261437,0
35, Private,366842,0
21, ?,121468,0
48, Self-emp-inc,214994,0
67, Private,229709,0
43, Private,249039,0
49, Private,142287,0
54, Private,259323,0
18, Private,238281,0
60, Private,156774,0
27, Private,86153,0
62, Private,93997,99999
39, Self-emp-inc,91039,15024
52, Private,224198,0
54, Private,221336,0
28, Private,128012,0
53, Local-gov,231166,0
28, Private,79702,0
24, Self-emp-not-inc,132320,0
37, ?,33355,0
55, ?,177557,0
47, Private,148549,0
26, Private,301563,0
23, Private,113106,0
41, Private,304175,0
25, State-gov,230200,0
17, Private,313444,0
34, Private,247328,0
34, Private,132565,0
41, State-gov,539019,0
24, Private,114292,0
32, Private,227608,0
21, State-gov,185554,0
46, Self-emp-not-inc,181372,0
19, Private,344592,0
29, Self-emp-not-inc,102326,0
43, Self-emp-not-inc,220647,0
18, ?,30246,0
33, Private,496743,0
21, Private,161508,0
33, State-gov,30494,0
29, Private,256764,0
20, ?,49819,0
42, ?,338281,0
21, Local-gov,256356,0
25, Private,318644,0
20, Private,227594,0
59, Private,165695,0
55, Private,127728,0
49, Private,123681,0
48, Private,168038,0
32, Private,154950,0
25, Private,148298,0
41, Private,63042,0
57, Local-gov,101444,0
38, Private,455379,0
25, Private,211097,0
61, Local-gov,153264,0
23, ?,263220,0
43, Private,180138,0
22, Private,208946,0
33, Private,321709,0
39, Private,215981,0
44, State-gov,26880,0
30, Self-emp-not-inc,90705,0
37, Private,185068,0
37, Private,268390,0
55, Private,102058,0
51, Self-emp-not-inc,421132,0
25, Private,191803,0
60, Private,181954,0
17, ?,34505,0
30, Private,93973,0
63, Private,355459,0
37, Private,173586,0
32, Private,312055,0
64, Federal-gov,353479,0
21, Private,321426,0
53, Private,228752,0
46, Private,281647,0
29, Private,161615,0
44, Private,187376,0
47, Private,234994,0
58, ?,169329,0
40, Private,216116,0
36, Private,109204,0
57, Private,88879,0
39, Self-emp-not-inc,200863,0
23, Private,223811,0
32, Private,360761,0
33, Private,166275,0
40, Private,149102,0
37, Private,117381,0
46, Private,306993,0
32, Local-gov,232475,0
56, Private,165867,0
46, Private,268234,0
59, Self-emp-inc,110457,0
21, Private,329174,4865
37, Private,109472,0
18, Private,418176,0
28, Private,380390,0
18, ?,36064,0
59, Self-emp-inc,95835,0
25, Local-gov,250770,0
17, Private,67603,0
30, State-gov,352045,99999
21, Private,196742,0
31, Private,303942,0
56, Private,246687,0
64, Self-emp-not-inc,187793,0
46, Private,205816,0
60, Private,182343,0
59, Private,42959,0
46, Private,140644,0
19, Private,183264,0
49, Private,294671,0
24, Private,88926,0
65, Private,64667,0
27, Private,416946,0
52, Private,208570,0
42, Private,116649,0
78, Local-gov,87052,0
46, Self-emp-not-inc,102869,0
60, Self-emp-inc,123552,0
28, Private,157262,0
17, Private,146890,0
57, Private,257200,0
48, Local-gov,452402,0
39, Private,531055,0
38, Self-emp-inc,298539,0
20, Private,95989,0
32, Private,162572,0
41, Local-gov,75313,0
66, Private,117162,0
46, Private,173461,0
48, Private,349986,99999
24, Private,204244,0
31, Private,36222,0
38, Self-emp-inc,320811,0
57, Private,82676,0
20, Private,152189,0
54, Self-emp-inc,52565,0
62, ?,121319,0
25, Private,144301,0
21, Private,162869,0
23, Private,179241,0
34, State-gov,62327,0
40, Self-emp-not-inc,121012,0
43, Private,60001,0
55, ?,105582,0
34, Local-gov,454076,0
21, State-gov,155818,0
40, Private,434081,0
48, Federal-gov,265386,0
47, Private,44671,0
63, Private,190296,0
33, Federal-gov,198827,0
64, ?,22228,0
28, Private,109857,0
21, Self-emp-not-inc,190968,0
51, Private,75235,0
67, Self-emp-inc,127605,20051
33, Private,318982,0
31, Private,229636,0
46, Private,233802,0
45, Self-emp-not-inc,28119,0
66, State-gov,198363,2964
58, Local-gov,153914,0
40, Private,143582,0
71, ?,78786,0
42, State-gov,126333,0
46, Self-emp-not-inc,182689,3103
19, Private,35245,0
19, Private,160120,2597
37, Self-emp-not-inc,400287,0
22, Private,50610,0
64, Private,349826,0
38, Private,35890,0
56, Private,174209,0
47, Private,63225,0
35, Private,164519,0
23, Private,81145,0
32, Local-gov,73514,0
49, Local-gov,452402,7688
19, ?,318056,0
27, Private,285897,0
19, ?,194404,0
20, Private,434710,0
42, Federal-gov,177142,0
35, Federal-gov,182863,0
62, Private,394645,0
46, Private,110457,0
32, Self-emp-not-inc,292465,0
35, Private,238433,0
55, Private,160631,4508
29, Private,285657,0
24, Private,236907,0
19, Private,378418,0
50, Self-emp-not-inc,213279,0
38, Private,105503,0
24, Private,79160,0
62, ?,139391,0
33, Self-emp-not-inc,190027,0
79, Private,160758,0
33, Private,361280,0
36, Private,199288,0
46, Self-emp-not-inc,204698,0
17, Private,213354,0
22, Private,282579,0
39, Private,99783,0
27, Private,446947,0
57, Private,186202,0
26, Self-emp-inc,177951,0
28, Private,258364,0
46, Local-gov,200727,0
32, Self-emp-not-inc,33404,10520
63, Federal-gov,31115,15024
21, Private,301915,0
44, Private,201908,5013
40, Private,168071,0
32, Private,347623,0
39, Private,35890,0
31, Private,154227,0
23, Private,161532,0
55, Private,178282,0
31, Private,263561,0
52, Private,201783,7688
30, Private,161153,0
28, Private,193125,0
28, Private,126060,99999
52, Private,186826,0
32, Private,156192,0
35, Private,193094,0
26, Private,472411,0
17, Private,147069,0
40, Private,300195,0
75, ?,91417,0
23, Private,182342,0
32, Private,258406,0
27, Private,87239,0
25, Private,294406,0
18, ?,41385,4508
66, Private,197414,0
47, Private,323212,0
57, Local-gov,31532,0
30, Private,127610,0
26, Private,163189,0
33, Private,594187,0
39, Private,269323,0
33, Private,96480,7688
58, Private,200316,0
22, Private,212780,0
49, Self-emp-inc,120121,0
20, Private,367240,0
24, Private,117606,0
33, Private,122749,0
59, Private,169560,0
46, Private,269890,0
43, Private,303426,5721
25, Private,112835,0
17, Private,226503,0
46, Private,207733,0
20, Private,275421,0
37, Local-gov,165883,0
56, Self-emp-inc,236676,0
19, ?,171578,0
